especievalida,nombrecomun,estadomapa,ambiente,validacionambiente,longitud,latitud
Nyctidromus albicollis,chotacabras pauraque,SONORA,Terrestre,Válido,-109.2354298,26.3995579
Pheucticus chrysopeplus,picogordo amarillo,SONORA,Terrestre,Válido,-108.9469904,27.0166292
Piranga flava,"piranga encinera, tangara encinera",SONORA,Terrestre,Válido,-108.7134129,27.1176433
Rallus obsoletus,rascón costero del Pacífico,SONORA,Dulceacuícola,Válido,-109.2345923,26.405194
Strix virgata,búho café,SONORA,Terrestre,Válido,-108.7221233,27.1190817
Tyto alba,lechuza de campanario,SONORA,Terrestre,Válido,-109.2345923,26.405194
Aphelocoma californica,chara californiana,SONORA,Terrestre,Válido,-111,30.5
Buteo plagiatus,aguililla gris,SONORA,Terrestre,Válido,-109.544274,28.4573233
Callipepla gambelii,"codorniz chiquiri, codorniz de Gambel",SONORA,Terrestre,Válido,-109.2345923,26.405194
Calocitta colliei,"urraca cara negra, urraca-hermosa cara negra",SONORA,Terrestre,Válido,-108.946781,27.043627
Colaptes chrysoides,"carpintero collarejo, carpintero de pechera del noroeste",SONORA,Terrestre,Válido,-109.544274,28.4573233
Eremophila alpestris,alondra cornuda,SONORA,Terrestre,Válido,-110.066,31.1539
Megascops trichopsis,tecolote rítmico,SONORA,Terrestre,Válido,-109.50167,30.72
Myiarchus tuberculifer,papamoscas triste,SONORA,Terrestre,Válido,-109.2345923,26.405194
Nucifraga columbiana,cascanueces americano,SONORA,Terrestre,Válido,-113.5333333,31.3183333
Tachybaptus dominicus,zambullidor menor,SONORA,Dulceacuícola,Válido,-109.2345923,26.405194
Toxostoma lecontei lecontei,cuitlacoche del Vizcaíno,SONORA,Terrestre,Válido con tolerancia,-113.5483333,31.305
Vireo hypochryseus,"vireo amarillo, vireo dorado",SONORA,Terrestre,Válido,-108.6666667,26.9
Amazona autumnalis,loro cachetes amarillos,SONORA,Terrestre,Válido,-110.9225205,27.8945396
Amphispiza bilineata,zacatonero garganta negra,SONORA,Terrestre,Válido,-109.5463004,28.4557269
Aphelocoma woodhouseii,chara de collar,SONORA,Terrestre,Válido,-110.2168171,31.0158936
Auriparus flaviceps flaviceps,baloncillo,SONORA,Terrestre,Válido,-110.8983333,27.9183333
Basilinna leucotis,"zafiro oreja blanca, zafiro orejas blancas",SONORA,Terrestre,Válido,-108.7134129,27.1176433
Bubo virginianus,búho cornudo,SONORA,Terrestre,Válido,-109.2345923,26.405194
Callipepla douglasii,codorniz cresta dorada,SONORA,Terrestre,Válido,-109.544274,28.4573233
Callipepla squamata,codorniz escamosa,SONORA,Terrestre,Válido,-110.255958,30.9993262
Cathartes aura,zopilote aura,SONORA,Terrestre,Válido,-109.544274,28.4573233
Catherpes mexicanus,"chivirín barranqueño, saltapared barranqueño",SONORA,Terrestre,Válido,-108.7134129,27.1176433
Colaptes auricularis,carpintero corona gris,SONORA,Terrestre,Válido,-108.721354,27.120999
Columbina inca,"tortolita cola larga, tórtola cola larga",SONORA,Terrestre,Válido,-110.9801002,29.1546308
Corvus brachyrhynchos,"cuervo americano, cuervo norteamericano",SONORA,Terrestre,Válido,-114.5032024,31.6872762
Cyanocorax beecheii,"chara de Beechy, chara sinaloense",SONORA,Terrestre,Válido,-108.946781,27.043627
Dryobates fumigatus,carpintero café,SONORA,Terrestre,Válido,-110.2283333,29.8233333
Dryobates villosus,"carpintero albinegro mayor, carpintero velloso-mayor",SONORA,Terrestre,Válido,-109.95863,30.95582
Forpus cyanopygius,"perico catarina, periquito catarino",SONORA,Terrestre,Válido,-108.7441669,27.0158327
Geranospiza caerulescens,gavilán zancón,SONORA,Dulceacuícola; Terrestre,Válido,-108.7766798,27.01841
Haematopus bachmani,ostrero negro,SONORA,Marino; Salobre,Válido,-113.5,31.3333333
Icterus graduacauda,"bolsero cabeza negra, calandria capucha negra",SONORA,Terrestre,Válido,-108.935,27.0216667
Loxia curvirostra,picotuerto rojo,SONORA,Terrestre,Válido,-109.144201,27.136699
Megascops kennicottii,"tecolote del oeste, tecolote occidental",SONORA,Terrestre,Válido,-109.2345923,26.405194
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",SONORA,Dulceacuícola; Marino; Salobre,Válido,-109.5463004,28.4557269
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",SONORA,Terrestre,Válido,-108.76556,27.04584
Pachyramphus major,"cabezón mexicano, mosquero-cabezón mexicano",SONORA,Terrestre,Válido,-108.7303934,27.1021354
Pitangus sulphuratus,Luis bienteveo,SONORA,Terrestre,Válido,-109.2345923,26.405194
Polioptila melanura,perlita del desierto,SONORA,Terrestre,Válido,-110.7209199,29.0511198
Ramosomyia violiceps,colibrí corona violeta,SONORA,Terrestre,Válido,-110.9487953,27.9099595
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",SONORA,Terrestre,Válido,-109.2345923,26.405194
Strix occidentalis,"búho manchado, búho moteado",SONORA,Terrestre,Válido,-109.7166667,29.8
Tityra semifasciata,"titira enmascarada, titira puerquito",SONORA,Terrestre,Válido,-108.7360132,27.0696352
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",SONORA,Terrestre,Válido,-109.544274,28.4573233
Vireo pallens,vireo manglero,SONORA,Terrestre,Válido,-109.2345923,26.405194
Xiphorhynchus flavigaster,trepatroncos bigotudo,SONORA,Terrestre,Válido,-108.7360132,27.0696352
Aimophila rufescens,"zacatonero canelo, zacatonero rojizo",SONORA,Terrestre,Válido,-108.610599,27.020212
Anhinga anhinga,anhinga americana,SONORA,Dulceacuícola,Válido,-112.1673002,28.972372
Ara militaris,guacamaya verde,SONORA,Terrestre,Válido,-108.7333327,27.5083327
Atlapetes pileatus,"atlapetes gorra rufa, rascador gorra canela",SONORA,Terrestre,Válido,-109.0481944,28.3723889
Baeolophus inornatus,"carbonero encinero, carbonero sencillo",SONORA,Terrestre,Válido,-108.895,31.2566667
Campephilus imperialis,carpintero imperial,SONORA,Terrestre,Válido,-108.9866667,30.12
Campylorhynchus jocosus,matraca del Balsas,SONORA,Terrestre,Válido,-108.7,26.9666667
Catharus occidentalis,zorzal mexicano,SONORA,Terrestre,Válido,-109.0481944,28.3723889
Crotophaga sulcirostris sulcirostris,garrapatero pijuy,SONORA,Terrestre,Válido,-108.7,26.9666667
Cyanocitta stelleri,"chara copetona, chara crestada",SONORA,Terrestre,Válido,-109.037778,28.332222
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",SONORA,Dulceacuícola,Válido,-109.9436034,27.5519825
Dryobates scalaris,carpintero mexicano,SONORA,Terrestre,Válido,-109.5463004,28.4557269
Empidonax affinis,"mosquero pinero, papamoscas pinero",SONORA,Terrestre,Válido,-109.043611,28.323056
Eugenes fulgens,colibrí magnífico,SONORA,Terrestre,Válido,-110.9181404,27.9209379
Euptilotis neoxenus,"quetzal orejón, trogón orejón",SONORA,Terrestre,Válido,-108.7214961,27.1188645
Icterus wagleri,"bolsero de Wagler, calandria de Wagler",SONORA,Terrestre,Válido,-109.2345923,26.405194
Larus livens,"gaviota bajacaliforniana, gaviota pata amarilla",SONORA,Marino,Válido con tolerancia,-113.5288954,31.2964638
Lepidocolaptes leucogaster,"trepatroncos escarchado, trepatroncos mexicano",SONORA,Terrestre,Válido,-108.7134129,27.1176433
Megascops guatemalae,tecolote sapo,SONORA,Terrestre,Válido,-108.80542,27.005791
Melanerpes uropygialis,carpintero del desierto,SONORA,Terrestre,Válido,-109.544274,28.4573233
Melanerpes uropygialis uropygialis,carpintero del desierto,SONORA,Terrestre,Válido,-110.9683333,29.0933333
Melozone kieneri,"rascador nuca canela, rascador nuca rufa",SONORA,Terrestre,Válido,-108.610599,27.020212
Mitrephanes phaeocercus,"mosquero copetón, papamoscas copetón",SONORA,Terrestre,Válido,-109.5463004,28.4557269
Myadestes occidentalis,clarín jilguero,SONORA,Terrestre,Válido,-108.97,27.02
Myioborus miniatus,"chipe de montaña, pavito alas negras",SONORA,Terrestre,Válido,-108.7360132,27.0696352
Myioborus pictus pictus,chipe ala blanca,SONORA,Terrestre,Válido,-110.45,30.1166667
Myiopagis viridicata,"elenia verdosa, mosquerito verdoso",SONORA,Terrestre,Válido,-109.0655708,27.0002551
Ortalis poliocephala,chachalaca pálida,SONORA,Terrestre,Válido,-108.8116667,26.9833333
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",SONORA,Terrestre,Válido,-108.9838439,26.8822106
Passer domesticus,"gorrión casero, gorrión doméstico",SONORA,Terrestre,Válido,-110.9641681,30.6272249
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",SONORA,Terrestre,Válido,-113.8650513,31.9274562
Piaya cayana,"cuclillo canela, cuclillo canelo",SONORA,Terrestre,Válido,-108.7360132,27.0696352
Psaltriparus minimus,sastrecillo,SONORA,Terrestre,Válido,-109.037778,28.332222
Ptiliogonys cinereus,capulinero gris,SONORA,Terrestre,Válido,-109.037778,28.332222
Quiscalus mexicanus,zanate mayor,SONORA,Terrestre,Válido,-109.544274,28.4573233
Ramphocelus sanguinolentus,"tangara rojinegra, tangara sanguinolenta",SONORA,Terrestre,Válido,-108.7,26.9666667
Spinus notatus,"jilguerito encapuchado, jilguero encapuchado",SONORA,Terrestre,Válido,-108.725,27.125
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",SONORA,Terrestre,Válido,-109.544274,28.4573233
Tachycineta albilinea,golondrina manglera,SONORA,Dulceacuícola; Terrestre,Válido,-109.2345923,26.405194
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",SONORA,Terrestre,Válido,-110.8610224,30.9180001
Toxostoma crissale,cuicacoche crisal,SONORA,Terrestre,Válido,-114.9530108,32.4146129
Toxostoma lecontei,cuicacoche pálido,SONORA,Terrestre,Válido,-113.3548112,31.2666365
Trogon elegans,"coa elegante, trogón elegante",SONORA,Terrestre,Válido,-108.7134129,27.1176433
Trogon mexicanus,"coa mexicana, trogón mexicano",SONORA,Terrestre,Válido,-108.925,28.3722222
Turdus assimilis,mirlo garganta blanca,SONORA,Terrestre,Válido,-108.7360132,27.0696352
Turdus rufopalliatus rufopalliatus,mirlo dorso rufo,SONORA,Terrestre,Válido,-109,26.95
Vireo huttoni,vireo reyezuelo,SONORA,Terrestre,Válido,-109.959707,30.935929
Amazona autumnalis,loro cachetes amarillos,TABASCO,Terrestre,Válido,-92.6279377,17.5104088
Aramides axillaris,"rascón cuello canela, rascón cuello rufo",TABASCO,Dulceacuícola,Válido,-93.8133333,18.29
Asio clamator,"búho cara blanca, búho cara clara",TABASCO,Terrestre,Válido,-93.323427,18.190554
Celeus castaneus,carpintero castaño,TABASCO,Terrestre,Válido,-92.8016667,17.56
Chloroceryle aenea,martín pescador enano,TABASCO,Dulceacuícola,Válido,-91.5249,17.77872
Colaptes rubiginosus,"carpintero olivo, carpintero oliváceo",TABASCO,Terrestre,Válido,-93.219053,18.178284
Colinus virginianus,codorniz cotuí,TABASCO,Terrestre,Válido,-93.4683333,17.75
Crypturellus soui,tinamú menor,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Cyanocorax sanblasianus,chara de San Blas,TABASCO,Terrestre,Válido,-92.92167,17.79833
Dryobates fumigatus,carpintero café,TABASCO,Terrestre,Válido,-92.8016667,17.56
Euphonia affinis affinis,eufonia garganta negra,TABASCO,Terrestre,Válido,-91.7683333,17.7533333
Eupsittula nana,perico pecho sucio,TABASCO,Terrestre,Válido,-92.2166747,18.2537136
Falco femoralis,halcón fajado,TABASCO,Terrestre,Válido,-92.4204254,18.3080847
Glaucidium brasilianum,tecolote bajeño,TABASCO,Terrestre,Válido,-92.500778,17.945765
Granatellus sallaei,granatelo yucateco,TABASCO,Terrestre,Válido,-92.8016667,17.56
Henicorhina leucophrys,"chivirín pecho gris, saltapared pecho gris",TABASCO,Terrestre,Válido,-92.815,17.7183333
Henicorhina leucosticta,"chivirín pecho blanco, saltapared pecho blanco",TABASCO,Terrestre,Válido,-92.4204254,18.3080847
Hydropsalis maculicaudus,"tapacamino cola pinta, tapacaminos sabanero",TABASCO,Terrestre,Válido,-91.5065002,17.4410614
Jacana spinosa,jacana norteña,TABASCO,Dulceacuícola,Válido,-92.500778,17.945765
Laterallus ruber,"polluela canela, polluela rojiza",TABASCO,Dulceacuícola,Válido,-91.5249,17.77872
Lepidocolaptes leucogaster,"trepatroncos escarchado, trepatroncos mexicano",TABASCO,Terrestre,Válido,-92.7293638,17.4610833
Lonchura malacca,capuchino tricolor,TABASCO,Terrestre,Válido,-91.692924,17.844303
Melanerpes aurifrons,carpintero cheje,TABASCO,Terrestre,Válido,-93.219053,18.178284
Molothrus oryzivorus,tordo gigante,TABASCO,Terrestre,Válido,-94.0429688,18.1027205
Nyctidromus albicollis,chotacabras pauraque,TABASCO,Terrestre,Válido,-91.4813063,17.8801512
Oncostoma cinereigulare,"mosquerito pico curvo, mosquero pico curvo",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Onychorhynchus coronatus,mosquero real,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",TABASCO,Terrestre,Válido,-91.5249,17.77872
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",TABASCO,Terrestre,Válido,-93.6080017,17.3330002
Patagioenas cayennensis,paloma colorada,TABASCO,Terrestre,Válido,-92.6078367,17.7769166
Psarocolius montezuma,oropéndola de Moctezuma,TABASCO,Terrestre,Válido,-94.0429688,18.1027205
Pteroglossus torquatus torquatus,arasari de collar,TABASCO,Terrestre,Válido,-94.0333333,18.1166667
Ramphastos sulfuratus,tucán pico canoa,TABASCO,Terrestre,Válido,-91.2490316,17.3068614
Rhynchocyclus brevirostris,"mosquerito pico plano, mosquero de anteojos",TABASCO,Terrestre,Válido,-92.9333333,17.5616667
Saltator grandis,"picurero grisáceo, saltador gris",TABASCO,Terrestre,Válido,-92.9896666,18.3187638
Saucerottia cyanocephala,colibrí corona azul,TABASCO,Terrestre,Válido,-91.5383333,17.92
Sicalis luteola,gorrión canario sabanero,TABASCO,Terrestre,Válido,-92.4204254,18.3080847
Spinus psaltria,"jilguerito dominico, jilguero dominico",TABASCO,Terrestre,Válido,-91.528816,17.809515
Strix virgata,búho café,TABASCO,Terrestre,Válido,-93.219053,18.178284
Tigrisoma mexicanum,garza tigre mexicana,TABASCO,Dulceacuícola,Válido,-92.759389,18.459019
Todirostrum cinereum,"espatulilla amarillo, mosquerito espatulilla común",TABASCO,Terrestre,Válido,-91.4813063,17.8801512
Trogon massena,"coa cola oscura, trogón cola oscura",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Turdus grayi,"mirlo café, mirlo pardo",TABASCO,Terrestre,Válido,-93.1795455,18.4083068
Vireo pallens,vireo manglero,TABASCO,Terrestre,Válido,-92.882669,18.442543
Amazilia tzacatl tzacatl,colibrí cola rojiza,TABASCO,Terrestre,Válido,-92.9566667,17.545
Amazona farinosa,loro corona azul,TABASCO,Terrestre,Válido,-92.4204254,18.3080847
Anhinga anhinga,anhinga americana,TABASCO,Dulceacuícola,Válido,-92.2166747,18.2537136
Busarellus nigricollis,aguililla canela,TABASCO,Dulceacuícola; Terrestre,Válido,-92.4204254,18.3080847
Cardinalis cardinalis,cardenal rojo,TABASCO,Terrestre,Válido,-91.5283333,17.8016667
Cercomacroides tyrannina,"hormiguero cantor, hormiguero tirano",TABASCO,Terrestre,Válido,-92.7675413,17.4625033
Cochlearius cochlearius,garza cucharón,TABASCO,Dulceacuícola,Válido,-92.8016667,17.56
Cyanerpes cyaneus,"mielero pata roja, mielero patas rojas",TABASCO,Terrestre,Válido,-92.4632346,17.623634
Cyanoloxia cyanoides,"picogordo azulnegro, picogordo negro",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Cyclarhis gujanensis,"vireón ceja rufa, vireón cejas canela",TABASCO,Terrestre,Válido,-92.500778,17.945765
Dryocopus lineatus,carpintero lineado,TABASCO,Terrestre,Válido,-92.9778635,17.9928612
Eumomota superciliosa,"momoto ceja azul, momoto cejas azules",TABASCO,Terrestre,Válido,-91.5249,17.77872
Euphonia hirundinacea,eufonia garganta amarilla,TABASCO,Terrestre,Válido,-91.398601,17.456828
Florisuga mellivora,"colibrí capucha azul, colibrí nuca blanca",TABASCO,Terrestre,Válido,-92.4724388,17.6214048
Geranoaetus albicaudatus,aguililla cola blanca,TABASCO,Terrestre,Válido,-92.185515,18.136752
Habia rubica,"piranga hormiguera corona roja, tangara-hormiguera corona roja",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Harpia harpyja,águila arpía,TABASCO,Terrestre,Válido,-92.5833333,17.6666667
Heliornis fulica,pájaro cantil,TABASCO,Dulceacuícola,Válido,-92.4204254,18.3080847
Hylomanes momotula momotula,momoto enano,TABASCO,Terrestre,Válido,-94.0333333,18.1166667
Leptodon cayanensis,gavilán cabeza gris,TABASCO,Terrestre,Válido,-91.5333333,17.9683333
Melanerpes pucherani,carpintero cara negra,TABASCO,Terrestre,Válido,-92.4724388,17.6214048
Nomonyx dominicus,pato enmascarado,TABASCO,Dulceacuícola,Válido,-92.4204254,18.3080847
Pachyramphus cinnamomeus,"cabezón canelo, mosquero-cabezón canelo",TABASCO,Terrestre,Válido,-92.8016667,17.56
Platyrinchus cancrominus,"mosquerito pico chato, mosquero pico chato",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Polioptila bilineata,perlita tropical,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Psilorhinus morio,"chara papán, chara pea",TABASCO,Terrestre,Válido,-93.219053,18.178284
Spizaetus tyrannus,águila tirana,TABASCO,Terrestre,Válido,-92.4536312,17.6282353
Stilpnia larvata,tangara capucha dorada,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Taraba major,batará mayor,TABASCO,Terrestre,Válido,-92.8016667,17.56
Thraupis episcopus,tangara azulgris,TABASCO,Terrestre,Válido,-92.841844,17.9873656
Thryothorus ludovicianus,"chivirín de Carolina, saltapared de carolina",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Vireolanius pulchellus,vireón esmeralda,TABASCO,Terrestre,Válido,-92.4724388,17.6214048
Amaurolimnas concolor,"rascón café, rascón canelo",TABASCO,Dulceacuícola,Válido,-94.0333333,18.1166667
Cairina moschata,pato real,TABASCO,Dulceacuícola,Válido,-92.4204254,18.3080847
Campylorhynchus zonatus,matraca tropical,TABASCO,Terrestre,Válido,-93.219053,18.178284
Cathartes burrovianus,zopilote sabanero,TABASCO,Terrestre,Válido,-92.500778,17.945765
Coccyzus minor,cuclillo manglero,TABASCO,Terrestre,Válido,-94.0333333,18.1166667
Columbina passerina,"tortolita pico corto, tortolita pico rojo, tórtola coquita",TABASCO,Terrestre,Válido,-92.689973,18.616687
Contopus cinereus,"papamoscas tropical, pibí tropical",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Cyanocorax yncas,chara verde,TABASCO,Terrestre,Válido,-92.9566667,17.545
Dendrocincla homochroa,"trepatroncos canelo, trepatroncos rojizo",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Dysithamnus mentalis,hormiguero sencillo,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Elaenia flavogaster,"elenia vientre amarillo, mosquero elenia copetón",TABASCO,Terrestre,Válido,-91.2490316,17.3068614
Elanus leucurus,milano cola blanca,TABASCO,Terrestre,Válido,-93.5959625,17.3860266
Grallaria guatimalensis guatimalensis,hormiguero-cholino escamoso,TABASCO,Terrestre,Válido,-94.0333333,18.1166667
Heliomaster longirostris,"colibrí pico largo, colibrí picudo coroniazul",TABASCO,Terrestre,Válido,-93.5977918,17.3406944
Icterus auratus,"bolsero yucateco, calandria dorso naranja",TABASCO,Terrestre,Válido,-92.5747282,18.5391693
Icterus prosthemelas,"bolsero capucha negra, calandria caperuza negra",TABASCO,Terrestre,Válido,-93.1470722,18.3665305
Lepidocolaptes souleyetii,trepatroncos corona rayada,TABASCO,Terrestre,Válido,-93.1470722,18.3665305
Manacus candei,"manaquín cuello blanco, saltarín cuello blanco",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Megarynchus pitangua,Luis pico grueso,TABASCO,Terrestre,Válido,-93.219053,18.178284
Melanerpes pygmaeus,carpintero yucateco,TABASCO,Terrestre,Válido,-91.4813063,17.8801512
Momotus coeruliceps,momoto corona azul,TABASCO,Terrestre,Válido,-91.4168132,17.4674316
Myiarchus yucatanensis,papamoscas yucateco,TABASCO,Terrestre,Válido,-91.5333333,17.9683333
Nyctidromus albicollis albicollis,chotacabras pauraque,TABASCO,Terrestre,Válido,-94.0333333,18.1166667
Phaethornis striigularis,"colibrí ermitaño enano, ermitaño enano",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Pheugopedius maculipectus,"chivirín moteado, saltapared moteado",TABASCO,Terrestre,Válido,-91.5249,17.77872
Pyrilia haematotis,loro cabeza oscura,TABASCO,Terrestre,Válido,-92.4724388,17.6214048
Saltator maximus,"picurero bosquero, saltador garganta ocre",TABASCO,Terrestre,Válido,-92.8016667,17.56
Sittasomus griseicapillus,"trepatroncos cabeza gris, trepatroncos oliváceo",TABASCO,Terrestre,Válido,-93.6080017,17.3330002
Sturnella magna,pradero tortillaconchile,TABASCO,Terrestre,Válido,-92.759389,18.459019
Tapera naevia,cuclillo rayado,TABASCO,Terrestre,Válido,-92.8016667,17.56
Tityra inquisitor,titira pico negro,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Amblycercus holosericeus,cacique pico claro,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Arremonops chloronotus,rascador dorso verde,TABASCO,Terrestre,Válido,-91.5249,17.77872
Basileuterus culicivorus,"chipe cejas negras, chipe corona dorada",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Botaurus pinnatus,avetoro neotropical,TABASCO,Dulceacuícola,Válido,-93.219053,18.178284
Bubo virginianus,búho cornudo,TABASCO,Terrestre,Válido,-91.6740847,17.8896418
Camptostoma imberbe,"mosquerito chillón, mosquero lampiño",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Campylopterus hemileucurus,fandanguero morado,TABASCO,Terrestre,Válido,-92.7701977,17.4620913
Caryothraustes poliogaster,picogordo cara negra,TABASCO,Terrestre,Válido,-92.535,17.76
Chloroceryle americana,martín pescador verde,TABASCO,Dulceacuícola,Válido,-92.4204254,18.3080847
Cyanocompsa parellina,colorín azulnegro,TABASCO,Terrestre,Válido,-91.7639154,17.7384995
Formicarius moniliger,hormiguero cholino maya,TABASCO,Terrestre,Válido,-92.9304342,17.545437
Habia fuscicauda,"piranga hormiguera garganta roja, tangara-hormiguera garganta roja",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Heliothryx barroti,"colibrí hada enmascarada, hada enmascarada",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Herpetotheres cachinnans,halcón guaco,TABASCO,Terrestre,Válido,-93.219053,18.178284
Laterallus exilis,polluela pecho gris,TABASCO,Dulceacuícola,Válido,-92.3233938,17.9904888
Malacoptila panamensis,buco barbón,TABASCO,Terrestre,Válido,-91.385,17.3933333
Mionectes oleagineus,"mosquerito ocre, mosquero ocrillo",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Myadestes unicolor,clarín unicolor,TABASCO,Terrestre,Válido,-93.6080017,17.3330002
Passer domesticus,"gorrión casero, gorrión doméstico",TABASCO,Terrestre,Válido,-91.43769,17.4595
Phaethornis longirostris,"colibrí ermitaño mesoamericano, colibrí ermitaño pico largo, ermitaño mexicano",TABASCO,Terrestre,Válido,-92.4724388,17.6214048
Pionus senilis,loro corona blanca,TABASCO,Terrestre,Válido,-92.7596858,17.5364177
Ramphocelus sanguinolentus,"tangara rojinegra, tangara sanguinolenta",TABASCO,Terrestre,Válido,-92.8016667,17.56
Rostrhamus sociabilis,gavilán caracolero,TABASCO,Dulceacuícola; Terrestre,Válido,-92.759389,18.459019
Rupornis magnirostris,aguililla caminera,TABASCO,Terrestre,Válido,-92.2166747,18.2537136
Saucerottia beryllina,colibrí berilo,TABASCO,Terrestre,Válido,-92.4316726,18.0652803
Streptoprocne zonaris,"vencejo collar blanco, vencejo cuello blanco",TABASCO,Terrestre,Válido,-92.9333333,17.8466667
Strix nigrolineata,"búho barrado albinegro, búho blanquinegro",TABASCO,Terrestre,Válido,-91.49306,17.42251
Tachybaptus dominicus,zambullidor menor,TABASCO,Dulceacuícola,Válido,-92.2166747,18.2537136
Thamnophilus doliatus,batará barrado,TABASCO,Terrestre,Válido,-91.5249,17.77872
Turdus assimilis,mirlo garganta blanca,TABASCO,Terrestre,Válido,-92.4433733,17.6175952
Tyrannus couchii,"tirano cuír, tirano silbador",TABASCO,Terrestre,Válido,-91.4813063,17.8801512
Volatinia jacarina,semillero brincador,TABASCO,Terrestre,Válido,-92.4204254,18.3080847
Xiphorhynchus flavigaster,trepatroncos bigotudo,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Arremon aurantiirostris,rascador pico naranja,TABASCO,Terrestre,Válido,-92.8016667,17.56
Automolus ochrolaemus,"breñero garganta pálida, musguero garganta pálida",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Basilinna leucotis,"zafiro oreja blanca, zafiro orejas blancas",TABASCO,Terrestre,Válido,-93.4683333,17.565
Buteo plagiatus,aguililla gris,TABASCO,Terrestre,Válido,-93.219053,18.178284
Buteogallus urubitinga,aguililla negra mayor,TABASCO,Terrestre,Válido,-92.8833333,17.7783333
Chlorestes eliciae,zafiro garganta azul,TABASCO,Terrestre,Válido,-92.7702126,17.4625213
Chlorospingus flavopectus,chinchinero común,TABASCO,Terrestre,Válido,-93.626685,17.364333
Coragyps atratus,zopilote común,TABASCO,Terrestre,Válido,-92.2166747,18.2537136
Crypturellus boucardi,tinamú jamuey,TABASCO,Terrestre,Válido,-93.626685,17.364333
Crypturellus cinnamomeus,tinamú canelo,TABASCO,Terrestre,Válido,-91.5333333,17.9683333
Dromococcyx phasianellus,cuclillo faisán,TABASCO,Terrestre,Válido,-91.3698578,17.2517281
Eupsittula canicularis,perico frente naranja,TABASCO,Terrestre,Válido,-92.92667,18.02167
Leptopogon amaurocephalus,"mosquerito gorra café, mosquero gorra parda",TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Leptotila verreauxi,paloma arroyera,TABASCO,Terrestre,Válido,-91.5249,17.77872
Melanerpes formicivorus,carpintero bellotero,TABASCO,Terrestre,Válido,-91.8007456,17.7421035
Myiozetetes similis,"Luis gregario, luisito común",TABASCO,Terrestre,Válido,-92.759389,18.459019
Notharchus hyperrhynchus,buco de collar,TABASCO,Terrestre,Válido,-93.389199,17.9934735
Ortalis vetula,"chachalaca oriental, chachalaca vetula",TABASCO,Terrestre,Válido,-92.9763468,17.9914146
Pampa curvipennis,"fandanguero cola cuña, fandanguero mexicano",TABASCO,Terrestre,Válido,-93.626685,17.364333
Peucaea botterii,zacatonero de Botteri,TABASCO,Terrestre,Válido,-91.472468,17.771737
Piranga leucoptera,"piranga alas blancas, tangara ala blanca",TABASCO,Terrestre,Válido,-93.613644,17.368006
Psarocolius wagleri,oropéndola cabeza castaña,TABASCO,Terrestre,Válido,-92.816961,17.6502426
Pteroglossus torquatus,tucancillo collarejo,TABASCO,Terrestre,Válido,-91.5249,17.77872
Sarcoramphus papa,zopilote rey,TABASCO,Terrestre,Válido,-91.3587213,17.2539822
Spizaetus ornatus,águila elegante,TABASCO,Terrestre,Válido,-91.406885,17.254749
Sula dactylatra,bobo enmascarado,TABASCO,Marino; Salobre,Válido,-93.2435728,18.4360776
Synallaxis erythrothorax,"güitío pecho rufo, hormiguero pepito",TABASCO,Terrestre,Válido,-92.4204254,18.3080847
