especievalida,nombrecomun,longitud,latitud
Passerculus sandwichensis rostratus,gorrión sabanero,-112.5,29
Passerculus sandwichensis sanctorum,gorrión sabanero,-115.25,28.1983333
Passerculus sandwichensis sandwichensis,gorrión sabanero,-92.1166667,16.2133333
Passerculus sandwichensis savanna,gorrión sabanero,-97.5033333,25.8683333
Passerella iliaca,gorrión rascador,-115.9085083,32.0453328
Passerella iliaca megarhyncha,gorrión vulpino picudo,-115.864167,32.288333
Passerella iliaca schistacea,gorrión vulpino apizarrado,-115.9063994,32.0489705
Passerella iliaca unalaschcensis,gorrión vulpino de Shumagin,-115.45,30.9166667
Passerina amoena,"colorín lázuli, colorín pecho canela",-109.928211,23.657133
Passerina caerulea,picogordo azul,-101.3305683,20.7539483
Passerina ciris,colorín sietecolores,-89.0320753,18.4323762
Passerina cyanea,colorín azul,-100.1943898,17.4221123
Passerina leclancherii,colorín pecho naranja,-100.1943898,17.4221123
Passerina rositae,colorín azulrosa,-94.8709,16.5835
Passerina versicolor,colorín morado,-100.1943898,17.4221123
Patagioenas cayennensis,paloma colorada,-92.0160398,17.4997138
Patagioenas fasciata,"paloma de collar, paloma encinera",-109.928211,23.657133
Patagioenas flavirostris,paloma morada,-100.1943898,17.4221123
Patagioenas flavirostris flavirostris,paloma morada,-108.6216667,26.415
Patagioenas leucocephala,paloma corona blanca,-87.01397,20.40559
Patagioenas nigrirostris,paloma triste,-90.9471962,16.1234976
Patagioenas speciosa,paloma escamosa,-89.0833,18.5
Pelecanus erythrorhynchos,"pelícano blanco, pelícano blanco americano",-101.2773033,20.9069083
Pelecanus occidentalis,"pelícano café, pelícano pardo",-99.7637598,16.748347
Penelope purpurascens,pava cojolita,-95.1468534,18.5228338
Penelope purpurascens purpurascens,pava cojolita,-91.3063333,16.2067778
Penelopina nigra,pajuil,-92.085257,15.086542
Petrochelidon fulva,golondrina pueblera,-89.6409436,20.8747409
Petrochelidon pyrrhonota,golondrina risquera,-109.5463004,28.4557269
Peucaea botterii,zacatonero de Botteri,-100.581523,25.021968
Peucaea carpalis,"zacatonero ala rufa, zacatonero hombros canela",-109.5463004,28.4557269
Peucaea cassinii,zacatonero de Cassin,-100.581523,25.021968
Peucaea humeralis,zacatonero pecho negro,-99.1014007,18.9658571
Peucaea mystacalis,zacatonero embridado,-96.234758,16.701318
Peucaea ruficauda,zacatonero corona rayada,-105.4724853,20.3953046
Peucaea sumichrasti,zacatonero istmeño,-93.646946,16.1749128
Peucedramus taeniatus,ocotero enmascarado,-97.4172547,18.9481856
Peucedramus taeniatus arizonae,ocotero enmascarado,-107.5816667,27.0733333
Peucedramus taeniatus giraudi,ocotero enmascarado,-100,24.8233333
Peucedramus taeniatus jaliscensis,ocotero enmascarado,-105.4166667,23.7766667
Peucedramus taeniatus taeniatus,ocotero enmascarado,-97.1,16.2266667
Phaeochroa cuvierii,"chupaflor pechiescamado, colibrí pecho escamoso",-90.888386,16.821504
Phaeoptila sordida,"colibrí opaco, colibrí oscuro",-96.510774,17.0098918
Phaethon aethereus,rabijunco pico rojo,-109.4380975,23.2440669
Phaethon aethereus mesonauta,rabijunco pico rojo,-101.2666667,17.5333333
Phaethon lepturus,rabijunco cola blanca,-111.298611,25.937222
Phaethon rubricauda,rabijunco cola roja,-110.54277,20.4795
Phaethornis longirostris,"colibrí ermitaño mesoamericano, colibrí ermitaño pico largo, ermitaño mexicano",-95.01698,18.35812
Phaethornis mexicanus,colibrí ermitaño mexicano,-100.1943898,17.4221123
Phaethornis striigularis,"colibrí ermitaño enano, ermitaño enano",-95.01698,18.35812
Phaethornis superciliosus,ermitaño cola larga,-105.545,20.4416667
Phainopepla nitens,capulinero negro,-109.928211,23.657133
Phainopepla nitens lepida,capulinero negro,-115.2716667,32.545
Phainopepla nitens nitens,capulinero negro,-100.6316667,23.7933333
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",-110.124315,23.441545
Phalaropus fulicarius,falaropo pico grueso,-110.8557763,25.2427987
Phalaropus lobatus,falaropo cuello rojo,-110.5421118,24.6919099
Phalaropus tricolor,falaropo pico largo,-101.6946683,21.1765733
Pharomachrus mocinno,quetzal mesoamericano,-94.48,16.5066667
Phasianus colchicus,faisán de collar,-114.8566103,32.4314838
Pheucticus chrysopeplus,picogordo amarillo,-99.1014007,18.9658571
Pheucticus chrysopeplus dilutus,picogordo amarillo,-109,27.045
Pheucticus ludovicianus,"picogordo degollado, picogordo pecho rosa",-100.1943898,17.4221123
Pheucticus melanocephalus,picogordo tigrillo,-100.1943898,17.4221123
Pheugopedius felix,"chivirín feliz, saltapared feliz",-100.1943898,17.4221123
Pheugopedius felix lawrencii,chivirín feliz,-106.2416667,21.305
Pheugopedius maculipectus,"chivirín moteado, saltapared moteado",-95.01698,18.35812
Pheugopedius rutilus,chivirín moteado,-99.2066667,22.5383333
Philortyx fasciatus,"codorniz barrada, codorniz rayada",-99.5833333,17.3333333
Phoebastria albatrus,albatros rabón,-116.1166667,30.5
Phoebastria immutabilis,albatros de Laysan,-114.034316,26.162883
Phoebastria nigripes,albatros patas negras,-117.7315,32.5833
Phoenicopterus ruber,flamenco americano,-88.1649882,21.5992128
Phylloscopus borealis,mosquitero Ártico,-115.0833333,27.8466667
Phylloscopus fuscatus,"chipe sombrío, mosquitero sombrío",-114.7220707,29.7325204
Phylloscopus inornatus,mosquitero cejas amarillas,-109.778397,23.362384
Piaya cayana,"cuclillo canela, cuclillo canelo",-100.1943898,17.4221123
Piaya cayana mexicana,cuclillo canela,-99.5,17.55
Piaya cayana thermophila,cuclillo canela,-88.755,18.0733333
Pionus senilis,loro corona blanca,-91.577934,16.967433
Pipilo chlorurus,"rascador cola verde, toquí cola verde",-110.0266921,23.5289481
Pipilo erythrophthalmus,toquí pinto,-100.2763889,19.6522222
Pipilo maculatus,"rascador moteado, toquí moteado",-99.1195214,20.0073064
Pipilo ocai,"rascador de collar, toquí de collar",-99.834252,17.609779
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",-100.1943898,17.4221123
Piranga bidentata sanguinolenta,tángara dorso rayado,-91.3088056,16.1921111
Piranga erythrocephala,"piranga cabeza roja, tangara cabeza roja",-96.4243948,15.9462477
Piranga flava,"piranga encinera, tangara encinera",-100.1943898,17.4221123
Piranga flava hepatica,piranga aguacatera de la altiplanicie,-89.8946714,18.417179
Piranga leucoptera,"piranga alas blancas, tangara ala blanca",-100.1943898,17.4221123
Piranga leucoptera leucoptera,tángara ala blanca,-92,15.8783333
Piranga ludoviciana,"piranga capucha roja, tangara capucha roja",-100.1943898,17.4221123
Piranga olivacea,"piranga escarlata, tangara escarlata",-89.1290214,20.0197287
Piranga roseogularis,"piranga yucateca, tangara yucateca",-88.2753237,20.6385237
Piranga rubra,"piranga roja, tangara roja",-109.544274,28.4573233
Piranga rubra cooperi,tángara roja,-91.3097778,16.1940833
Pitangus sulphuratus,Luis bienteveo,-100.1943898,17.4221123
Pitangus sulphuratus derbianus,luis bienteveo,-91.30125,16.2028611
Platalea ajaja,espátula rosada,-99.314067,25.6564671
Platyrinchus cancrominus,"mosquerito pico chato, mosquero pico chato",-89.0320753,18.4323762
Platyrinchus cancrominus cancrominus,mosquero pico chato,-95.035,16.8733333
Platyrinchus cancrominus timothei,mosquero pico chato,-91.0833333,18.2166667
Platyrinchus mystaceus,mosquero pico chato,-93.3716667,16.76
Plegadis chihi,"ibis cara blanca, ibis ojos rojos",-103.5738524,25.8777308
Plegadis falcinellus,ibis cara oscura,-86.9636536,20.7586019
Pluvialis dominica,"chorlo dominico, chorlo dorado americano",-97.0666667,20.5
Pluvialis fulva,"chorlo dorado del pacífico, chorlo fulvo",-115.932317,30.4076294
Pluvialis squatarola,chorlo gris,-89.838404,21.243586
Podiceps auritus,zambullidor cornudo,-101.0959339,29.4590202
Podiceps grisegena,zambullidor cuello rojo,-113.5259771,31.2996015
Podiceps nigricollis,zambullidor orejón,-111.2332262,25.7185884
Podilymbus podiceps,zambullidor pico grueso,-103.7434971,25.2729318
Poecile gambeli,carbonero cejas blancas,-115.8542121,32.0432978
Poecile sclateri,carbonero mexicano,-105.8714233,23.592585
Poecile sclateri sclateri,carbonero mexicano,-98.0416667,19.3283333
Poecilostreptus cabanisi,tangara chiapaneca,-92.14638,15.08608
Poecilotriccus sylvia,"espatulilla gris, mosquerito espatulilla gris",-87.3098356,20.3988183
Polioptila albiloris,perlita pispirria,-93.09415,16.80234
Polioptila albiloris albiloris,perlita pispirria,-95,16.67
Polioptila albiloris albiventris,perlita pispirria,-89.6433333,21.1566667
Polioptila albiloris vanrossemi,perlita pispirria,-93.9833333,16.5833333
Polioptila albiventris,perlita yucateca,-89.8413906,21.2487128
Polioptila bilineata,perlita tropical,-87.7313232,20.4823411
Polioptila caerulea,perlita azulgris,-100.1943898,17.4221123
Polioptila californica,perlita californiana,-115.5833333,30.065
Polioptila melanura,perlita del desierto,-100.581523,25.021968
Polioptila nigriceps,perlita sinaloense,-109.5463004,28.4557269
Polioptila plumbea brodkorbi,perlita tropical,-91.3091944,16.1926389
Polioptila plumbea superciliaris,perlita tropical,-88.25,19.7166667
Pooecetes gramineus,gorrión cola blanca,-100.581523,25.021968
Pooecetes gramineus affinis,gorrión cola blanca,-114.395,29.4166667
Pooecetes gramineus confinis,gorrión cola blanca,-99.1666667,19.3833333
Pooecetes gramineus gramineus,gorrión cola blanca,-97.5033333,25.8683333
Porphyrio martinicus,gallineta morada,-93.0204045,18.1705908
Porzana carolina,polluela sora,-99.4973373,19.1531034
Procellaria parkinsoni,petrel de Parkinson,-113.0333333,28.8833333
Progne chalybea,"golondrina acerada, golondrina pecho gris",-100.1943898,17.4221123
Progne chalybea chalybea,golondrina acerada,-91.3061944,16.1730278
Progne dominicensis,golondrina grande,-88.9383333,21.165
Progne sinaloae,golondrina sinaloense,-104.8519446,20.7609876
Progne subis,golondrina azulnegra,-89.0320753,18.4323762
Progne subis hesperia,golondrina azulnegra,-108.0783333,25.46
Progne subis subis,golondrina azulnegra,-95.2166667,18.6966667
Progne tapera,golondrina pecho café,-86.9935226,20.3690898
Protonotaria citrea,chipe dorado,-93.3392684,15.6006862
Psaltriparus minimus,sastrecillo,-103.518863,19.533456
Psarocolius montezuma,oropéndola de Moctezuma,-95.01698,18.35812
Psarocolius wagleri,oropéndola cabeza castaña,-96.3405674,17.6638143
Psarocolius wagleri wagleri,oropéndola cabeza castaña,-91.3088056,16.1921111
Pseudastur albicollis,aguililla blanca,-95.01698,18.35812
Pseudobulweria rostrata,petrel de Isla Tahití,-96.0151701,15.6019401
Psilorhinus morio,"chara papán, chara pea",-95.01698,18.35812
Psiloscops flammeolus,tecolote ojos oscuros,-104.2786111,23.29
Psittacara holochlorus,perico mexicano,-98.947105,22.0814097
Psittacara strenuus,perico centroamericano,-94.2344438,16.4311108
Pterodroma cervicalis,petrel cuello blanco,-114.481734,18.375745
Pterodroma cookii,petrel de Cook,-111.893265,23.393002
Pterodroma externa,"petrel de Isla Juan Fernández, petrel de Juan Fernández",-109.6092299,23.6186096
Pterodroma heraldica,petrel heráldico,-109.27835,19.37982
Pterodroma neglecta,petrel de Kermadec,-116.786556,31.791303
Pteroglossus torquatus,tucancillo collarejo,-95.01698,18.35812
Pteroglossus torquatus erythrozonus,arasari de collar,-88.5683333,20.7666667
Pteroglossus torquatus torquatus,aracari de collar,-91.3028611,16.2015278
Ptiliogonys cinereus,capulinero gris,-100.1943898,17.4221123
Ptiliogonys cinereus cinereus,capulinero gris,-97.3,18.7166667
Ptiliogonys cinereus molybdophanes,capulinero gris,-92.4666667,15.5
Ptiliogonys cinereus otofuscus,capulinero gris,-108.1,27.15
Ptiliogonys cinereus pallescens,capulinero gris,-99.5,17.55
Ptychoramphus aleuticus,"alcuela oscura, alquita oscura",-113.1814109,26.8653891
Ptychoramphus aleuticus aleuticus,alcuela oscura,-115.7916667,29.7816667
Ptychoramphus aleuticus australis,alcuela oscura,-114.36,27.1
Puffinus auricularis,"pardela de Islas Revillagigedo, pardela de Revillagigedo",-108.837507,18.789197
Puffinus auricularis auricularis,pardela de revillagigedo,-96.49,15.6633333
Puffinus lherminieri,pardela de Audubon,-100.2667,16.85
Puffinus nativitatis,"pardela de Isla Navidad, pardela de Navidad",-96.5938568,15.5695215
Puffinus opisthomelas,pardela mexicana,-111.2557983,27.9689337
Puffinus puffinus,pardela boreal,-113.0667,25.4333
Puffinus subalaris,pardela de Galápagos,-96.1231687,15.7468502
Pulsatrix perspicillata,búho de anteojos,-95.1468534,18.5228338
Pulsatrix perspicillata saturata,búho de anteojos,-92.65,15.35
Pygochelidon cyanoleuca,golondrina albiazul,-93.1166667,16.7416667
Pyrilia haematotis,loro cabeza oscura,-91.579609,16.970338
Pyrocephalus rubinus,"mosquero cardenal, papamoscas cardenalito",-89.0320753,18.4323762
Pyrocephalus rubinus blatteus,mosquero cardenal,-98.18,22.055
Pyrocephalus rubinus flammeus,mosquero cardenal,-105.7166667,23.2
Pyrocephalus rubinus mexicanus,mosquero cardenal,-99.5,17.55
Quiscalus mexicanus,zanate mayor,-100.1943898,17.4221123
Quiscalus mexicanus mexicanus,zanate mexicano,-91.3097778,16.1940833
Quiscalus palustris,zanate del Lerma,-99.5203884,19.2429981
Quiscalus quiscula,"zanate común, zanate norteño",-108.933239,26.998048
Rallus crepitans,"rascón costero del atlántico, rascón picudo",-89.3485022,21.3274368
Rallus elegans,rascón real,-110.312738,24.142297
Rallus limicola,"rascón cara gris, rascón limícola",-99.4973373,19.1531034
Rallus limicola friedmanni,rascón limícola,-93.1116667,16.73
Rallus limicola limicola,rascón limícola,-116.0166667,30.75
Rallus longirostris,rascón picudo,-104.2618889,19.02625
Rallus obsoletus,rascón costero del Pacífico,-109.2345923,26.405194
Rallus tenuirostris,rascón azteca,-103.2832499,20.404625
Ramosomyia violiceps,colibrí corona violeta,-103.3946993,20.7082516
Ramosomyia viridifrons,colibrí frente verde,-93.646946,16.1749128
Ramphastos sulfuratus,tucán pico canoa,-95.01698,18.35812
Ramphastos sulfuratus sulfuratus,tucán pico de canoa,-91.3078333,16.2024444
Ramphocaenus melanurus,"saltón picudo, soterillo picudo",-92.8918767,15.4802515
Ramphocaenus melanurus rufiventris,soterillo picudo,-91.3101389,16.2019444
Ramphocelus passerinii,"tangara rabadilla roja, tangara terciopelo",-90.8980597,16.2064766
Ramphocelus sanguinolentus,"tangara rojinegra, tangara sanguinolenta",-91.577934,16.967433
Ramphotrigon flammulatum,"papamoscas jaspeado, papamoscas mexicano",-106.332947,23.4299623
Recurvirostra americana,avoceta americana,-99.4973373,19.1531034
Regulus satrapa,"reyezuelo corona amarilla, reyezuelo de oro",-99.1195214,20.0073064
Rhodinocichla rosea,"tangara cuitlacoche, tangara pecho rosa",-103.8955864,19.2922282
Rhodothraupis celaeno,picogordo cuello rojo,-99.2587,23.2363
Rhynchocyclus brevirostris,"mosquerito pico plano, mosquero de anteojos",-100.1943898,17.4221123
Rhynchocyclus brevirostris brevirostris,mosquero de anteojos,-91.3065833,16.2008333
Rhynchophanes mccownii,escribano de McCown,-106.459,29.9198
Rhynchopsitta pachyrhyncha,cotorra serrana occidental,-107.535,30.4166667
Rhynchopsitta terrisi,cotorra serrana oriental,-101.4483333,25.2016667
Rhytipterna holerythra,"mosquero canelo, plañidera alazán",-91.5111351,16.1157499
Rhytipterna holerythra holerythra,plañidera alazán,-95.0333333,17.1383333
Ridgwayia pinicola,"mirlo azteca, mirlo pinto",-99.66667,17.55
Riparia riparia,golondrina ribereña,-87.2157115,20.5080057
Rissa tridactyla,gaviota patas negras,-117.4754,32.5833
Rostrhamus sociabilis,gavilán caracolero,-88.2353052,18.8797935
Rostrhamus sociabilis major,gavilán caracolero,-95.0833333,18.4166667
Rostrhamus sociabilis plumbeus,gavilán caracolero,-92.6466667,18.5333333
Rupornis magnirostris,aguililla caminera,-89.89328,18.365054
Rynchops niger,rayador americano,-95.9393388,18.9014617
Salpinctes obsoletus,"chivirín saltarroca, saltapared de rocas",-114.4300045,28.8824166
Salpinctes obsoletus exsul,chivirín saltarroca,-110.8166667,19.3
Salpinctes obsoletus guadeloupensis,chivirín saltarroca,-118.2666667,29
Salpinctes obsoletus tenuirostris,chivirín saltarroca,-115.5866667,28.305
Saltator atriceps,"picurero cabeza negra, saltador cabeza negra",-100.1943898,17.4221123
Saltator atriceps atriceps,picurero cabeza negra,-91.3088056,16.1921111
Saltator grandis,picurero grisáceo,-99.6011592,16.72318
Saltator maximus,"picurero bosquero, saltador garganta ocre",-95.01698,18.35812
Saltator maximus magnoides,picurero bosquero,-91.3091944,16.1926389
Sarcoramphus papa,zopilote rey,-89.3372508,17.8837125
Saucerottia beryllina,colibrí berilo,-100.1943898,17.4221123
Saucerottia cyanocephala,colibrí corona azul,-96.8967797,19.5173977
Saucerottia cyanura,colibrí cola azul,-92.1484124,15.0871128
Sayornis nigricans,papamoscas negro,-109.5463004,28.4557269
Sayornis phoebe,papamoscas fibí,-98.659125,25.7505063
Sayornis saya,papamoscas llanero,-100.581523,25.021968
Sayornis saya quiescens,papamoscas llanero,-115.8166667,30.3333333
Sayornis saya saya,papamoscas llanero,-101.43,20.7183333
Schiffornis veraepacis,"flautín cabezón mesoamericano, saltarín café",-90.9471962,16.1234976
Sclerurus guatemalensis,hojarasquero oscuro,-90.9410997,16.1124493
Sclerurus guatemalensis guatemalensis,hojarasquero oscuro,-91.6283333,16.8983333
Sclerurus mexicanus,"hojarasquero pecho canela, hojarasquero pecho rufo",-97.833064,20.510176
Sclerurus mexicanus mexicanus,hojarasquero pecho rufo,-96.9283333,19.545
Scolopax minor,"chocha americana, chocha del este",-99.90146,26.11148
Seiurus aurocapilla,chipe suelero,-100.1943898,17.4221123
Seiurus aurocapilla aurocapilla,chipe suelero,-87.2516667,21.535
Selasphorus calliope,"colibrí garganta rayada, zumbador garganta rayada",-103.518863,19.533456
Selasphorus ellioti,"zumbador guatemalteco, zumbador magenta",-92.085257,15.086542
Selasphorus heloisa,zumbador mexicano,-97.0159721,19.5298923
Selasphorus platycercus,zumbador cola ancha,-99.6770748,19.2848132
Selasphorus rufus,"zumbador canelo, zumbador rufo",-103.518863,19.533456
Selasphorus sasin,zumbador de Allen,-99.1195214,20.0073064
Setophaga americana,"chipe pecho manchado, parula norteña",-95.03569,18.52424
Setophaga caerulescens,chipe azulnegro,-87.0163107,20.4039669
Setophaga castanea,chipe castaño,-86.8503195,21.1448081
Setophaga cerulea,"chipe celeste, chipe cerúleo",-86.8503195,21.1448081
Setophaga chrysoparia,"chipe cachetes amarillos, chipe mejilla dorada",-92.6398931,16.7344175
Setophaga citrina,chipe encapuchado,-95.01698,18.35812
Setophaga coronata,"chipe coronado, chipe rabadilla amarilla",-100.1943898,17.4221123
Setophaga discolor,chipe de pradera,-87.01397,20.40559
Setophaga dominica,chipe garganta amarilla,-88.3018971,18.493776
Setophaga fusca,chipe garganta naranja,-87.6154974,20.0784255
Setophaga graciae,chipe cejas amarillas,-100.1943898,17.4221123
Setophaga magnolia,chipe de magnolias,-95.01698,18.35812
Setophaga nigrescens,chipe negrogris,-97.4172547,18.9481856
Setophaga occidentalis,chipe cabeza amarilla,-100.1943898,17.4221123
Setophaga palmarum,chipe playero,-96.93015,19.42166
Setophaga pensylvanica,chipe flancos castaños,-91.577934,16.967433
Setophaga petechia,chipe amarillo,-89.0320753,18.4323762
Setophaga petechia castaneiceps,"chipe de manglar Sudcaliforniano, laapí bajacaliforniano",-110.6293466,25.000237
Setophaga petechia erithachorides,chipe amarillo manglero,-97.68444,15.97024
Setophaga petechia rhizophorae,"chipe de manglar, chipe de manglar Occidental, chipe manglero",-108.3656521,25.1528517
Setophaga pinus,chipe pinero,-89.949955,21.1992387
Setophaga pitiayumi,"chipe tropical, parula tropical",-96.4243948,15.9462477
Setophaga ruticilla,"chipe flameante, pavito migratorio",-103.8682385,20.6696732
Setophaga striata,"chipe cabeza negra, chipe gorra negra",-87.2516667,21.535
Setophaga tigrina,chipe atigrado,-99.4745064,21.2193009
Setophaga townsendi,"chipe de Townsend, chipe negroamarillo",-100.1943898,17.4221123
Setophaga virens,chipe dorso verde,-100.1943898,17.4221123
Sialia currucoides,azulejo pálido,-115.9085083,32.0453328
Sialia mexicana,azulejo garganta azul,-102.53333,22.16667
Sialia mexicana bairdi,azulejo garganta azul,-106.7816667,29.53
Sialia mexicana mexicana,azulejo garganta azul,-99.4666667,17.35
Sialia mexicana nelsoni,azulejo garganta azul,-100.63,25.27
Sialia mexicana occidentalis,azulejo garganta azul,-116.5,32.5833333
Sialia sialis,azulejo garganta canela,-100.1943898,17.4221123
Sialia sialis fulva,azulejo garganta canela,-96.9283333,19.545
Sialia sialis guatemalae,azulejo garganta canela,-96.9283333,19.545
Sialia sialis sialis,azulejo garganta canela,-99.1833333,24.0166667
Sicalis luteola,gorrión canario sabanero,-96.0906816,19.0674862
Sicalis luteola chrysops,gorrión-canario sabanero,-97.1333333,18.85
Sicalis luteola mexicana,gorrión-canario sabanero,-98.45,18.6366667
Sitta canadensis,"bajapalos pecho canela, sita canadiense",-115.9085083,32.0453328
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",-103.518863,19.533456
Sitta carolinensis aculeata,sita pecho blanco,-115.45,30.9166667
Sitta carolinensis alexandrae,sita pecho blanco,-115.45,30.9166667
Sitta carolinensis lagunae,sita pecho blanco,-109.8,23.465
Sitta carolinensis mexicana,sita pecho blanco,-99.5,17.55
Sitta carolinensis nelsoni,sita pecho blanco,-110.2283333,29.8233333
Sitta carolinensis tenuissima,sita pecho blanco,-115.45,30.9166667
Sitta pygmaea,"bajapalos enano, sita enana",-99.0156555,19.1555466
Sittasomus griseicapillus,"trepatroncos cabeza gris, trepatroncos oliváceo",-100.1943898,17.4221123
Sittasomus griseicapillus sylvioides,trepatroncos oliváceo,-91.3065833,16.2028889
Spatula clypeata,pato cucharón norteño,-99.4973373,19.1531034
Spatula cyanoptera,cerceta canela,-99.4973373,19.1531034
Spatula discors,cerceta alas azules,-99.4973373,19.1531034
Spatula querquedula,cerceta cejas blancas,-109.6836422,23.0549758
Sphyrapicus nuchalis,"carpintero nuca roja, chupasavia nuca roja",-100.3548395,25.6080101
Sphyrapicus ruber,"carpintero pecho rojo, chupasavia cabeza roja",-115.9085083,32.0453328
Sphyrapicus ruber daggetti,chupasavia cabeza roja,-115.91,32.0466667
Sphyrapicus thyroideus,"carpintero elegante, chupasavia oscuro",-115.9085083,32.0453328
Sphyrapicus thyroideus nataliae,chupasavia oscuro,-108.3833333,26.9916667
Sphyrapicus thyroideus thyroideus,chupasavia oscuro,-115.91,32.0466667
Sphyrapicus varius,"carpintero moteado, chupasavia maculado",-99.1195214,20.0073064
Spindalis zena,tangara cabeza rayada,-86.9324413,20.454812
Spinus atriceps,"jilguerito corona negra, jilguero corona negra",-92.225,15.2366667
Spinus lawrencei,"jilguerito cara negra, jilguero gris",-109.5463004,28.4557269
Spinus notatus,"jilguerito encapuchado, jilguero encapuchado",-99.1543579,19.407021
Spinus pinus,"jilguerito pinero, jilguero pinero",-99.0156555,19.1555466
Spinus pinus pinus,jilguero pinero,-102.5766667,29.0183333
Spinus psaltria,"jilguerito dominico, jilguero dominico",-100.1943898,17.4221123
Spinus psaltria psaltria,jilguero dominico,-99.1833333,24.0166667
Spinus tristis,"jilguerito canario, jilguero canario",-99.11333,23.14167
Spiza americana,arrocero americano,-98.8679914,19.4905512
Spizaetus melanoleucus,"águila albinegra, águila blanquinegra",-96.3405674,17.6638143
Spizaetus ornatus,águila elegante,-103.518863,19.533456
Spizaetus ornatus vicarius,águila elegante,-91.0833333,18.2166667
Spizaetus tyrannus,águila tirana,-100.1943898,17.4221123
Spizaetus tyrannus serus,águila tirana,-96.9283333,19.545
Spizella atrogularis,gorrión barba negra,-99.1195214,20.0073064
Spizella breweri,gorrión de Brewer,-109.007791,25.7832581
Spizella pallida,gorrión pálido,-100.581523,25.021968
Spizella passerina,gorrión cejas blancas,-100.581523,25.021968
Spizella pusilla,"gorrión llanero, gorrión pusila",-101.8,28.15
Spizella wortheni,gorrión de Worthen,-100.581523,25.021968
Sporophila corvina,semillero variable,-96.3405674,17.6638143
Sporophila corvina corvina,semillero variable,-92.135,16.06
Sporophila funerea,semillero pico grueso,-96.3405674,17.6638143
Sporophila minuta,semillero pecho canela,-98.6341381,16.6265698
Sporophila morelleti,semillero de collar,-95.01698,18.35812
Sporophila schistacea,semillero plomizo,-90.917055,16.279844
Sporophila schistacea subconcolor,semillero apizarrado,-95.0666667,17.15
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",-101.6166216,19.6277471
Sporophila torqueola atriceps,semillero de collar,-106.1483333,23.235
Sporophila torqueola sharpei,semillero de collar,-97.8452778,22.4466667
Stelgidopteryx ruficollis,golondrina ala aserrada,-91.7516667,16.9
Stelgidopteryx ruficollis ruficollis,golondrina ala aserrada,-93.3783333,16.8283333
Stelgidopteryx serripennis,golondrina alas aserradas,-100.1943898,17.4221123
Stelgidopteryx serripennis fulvipennis,golondrina ala aserrada,-91.7516667,16.9
Stelgidopteryx serripennis psammochrous,golondrina ala aserrada,-99.195,18.9233333
Stelgidopteryx serripennis ridgwayi,golondrina ala aserrada,-89.9666667,19.7166667
Stelgidopteryx serripennis serripennis,golondrina ala aserrada,-109.6666667,23.55
Stelgidopteryx serripennis stuarti,golondrina ala aserrada,-91.7516667,16.9
Stercorarius longicaudus,salteador cola larga,-109.9374819,24.3224126
Stercorarius maccormicki,págalo sureño,-115.0784826,27.8483731
Stercorarius parasiticus,salteador parásito,-113.1814109,26.8653891
Stercorarius pomarinus,"salteador pomarino, salteador robusto",-113.1814109,26.8653891
Sterna dougallii,charrán rosado,-86.9833088,20.2825994
Sterna forsteri,charrán de Forster,-113.1166667,31.1666667
Sterna hirundo,charrán común,-102.7833333,18.0938889
Sterna paradisaea,charrán ártico,-114.034316,26.162883
Sternula albifrons,charrán mínimo,-103.73,18.71
Sternula antillarum,charrán mínimo,-102.7833333,18.0938889
Sternula antillarum antillarum,charrán mínimo,-96.1316667,19.1733333
Stilpnia larvata,tangara capucha dorada,-94.3,17.15
Streptopelia chinensis,"paloma ala dorada, paloma de oriente",-117.0537472,32.3312382
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",-103.2419,20.29925
Streptopelia roseogrisea,paloma de collar africana,-105.3772206,20.7530761
Streptoprocne rutila,vencejo cuello castaño,-100.1943898,17.4221123
Streptoprocne semicollaris,vencejo nuca blanca,-99.5,17.55
Streptoprocne zonaris,"vencejo collar blanco, vencejo cuello blanco",-92.8918767,15.4802515
Streptoprocne zonaris mexicana,vencejo cuello blanco,-92.65,15.35
Strix fulvescens,búho leonado,-96.61795,17.1863
Strix nigrolineata,"búho barrado albinegro, búho blanquinegro",-95.1468534,18.5228338
Strix occidentalis,"búho manchado, búho moteado",-104.2055556,23.3716667
Strix occidentalis lucida,búho manchado,-98.6833333,21.325
Strix sartorii,"búho barrado, búho listado",-104.8233611,20.7490556
Strix virgata,búho café,-102.7833333,18.0938889
Sturnella magna,pradero tortillaconchile,-103.4526797,19.5901715
Sturnella neglecta,"pradero del oeste, pradero occidental",-100.581523,25.021968
Sturnus vulgaris,estornino pinto,-114.73141,32.715386
Sturnus vulgaris vulgaris,estornino pinto,-116.4033333,31.5383333
Sula dactylatra,bobo enmascarado,-93.7167,13.5833
Sula dactylatra californica,bobo enmascarado,-114.7333333,18.3666667
Sula dactylatra dactylatra,bobo enmascarado,-91.9666667,21.2166667
Sula granti,bobo de Nazca,-110.3458176,24.2982215
Sula leucogaster,bobo café,-110.8557763,25.2427987
Sula leucogaster brewsteri,bobo café,-101.2666667,17.5333333
Sula leucogaster leucogaster,bobo café,-105.2316667,20.6116667
